policy_annual_premium,injury_claim,property_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,vehicle_claim,True_Label,Predicted_Label
1448.84,660,660,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,276,500,0,0,-50000,7,1,0,1,4620,N,Y
1107.59,10440,10440,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,229,2000,3000000,65400,0,23,1,1,3,41760,N,Y
1251.16,6330,6330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,379,500,0,41400,0,14,1,0,1,63300,N,N
1324.78,15280,7640,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,197,1000,0,0,-64500,6,1,2,2,53480,Y,Y
1722.5,7690,7690,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,29,1000,0,0,-21500,22,1,0,2,61520,N,Y
1354.2,5470,10940,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,140,500,0,100500,0,4,4,0,0,43760,N,N
873.64,11400,11400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,153,1000,4000000,800,0,9,3,2,1,45600,N,N
845.16,6130,6130,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,310,1000,0,0,0,21,1,1,0,42910,Y,Y
1141.35,5490,5490,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,296,1000,7000000,0,0,18,1,0,2,43920,N,Y
988.93,15380,15380,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,89,1000,0,27600,0,11,1,2,3,53830,N,N
1170.53,5690,11380,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,259,2000,0,65000,-49200,17,3,1,2,45520,N,N
1090.65,5340,5340,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,156,500,0,0,-51800,16,4,1,2,42720,Y,Y
1125.4,220,440,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,215,1000,0,40000,-43400,6,1,2,1,1980,N,Y
1282.93,6080,12160,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,500,0,0,0,0,4,0,0,48640,Y,Y
1471.44,4580,9160,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,58,2000,5000000,57500,0,8,1,2,1,36640,Y,Y
1629.94,350,350,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,122,1000,0,0,-47100,17,1,0,1,3150,N,Y
932.14,14300,7150,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,107,2000,0,40600,0,2,3,2,3,57200,Y,N
1231.25,4880,9760,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,194,2000,0,46500,0,15,3,1,0,39040,N,N
1153.54,12380,12380,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,242,2000,6000000,0,-57000,3,3,0,1,43330,N,N
1335.13,6090,6090,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,414,500,0,44000,-71000,13,1,1,1,42630,Y,N
1255.35,11860,5930,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,212,1000,0,60300,-58900,22,2,0,3,41510,N,N
1370.92,3480,6960,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,95,2000,0,48900,0,22,1,0,3,24360,N,N
1276.73,6880,6880,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,239,1000,5000000,0,0,12,3,1,3,48160,N,Y
1166.62,570,570,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,380,2000,6000000,0,0,23,1,0,3,4560,N,Y
1401.2,1060,1060,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,394,500,0,51500,0,9,1,1,0,4770,N,Y
1310.8,17440,8720,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,3,1000,0,0,0,20,1,0,1,61040,N,N
1586.41,6870,13740,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,15,2000,0,33500,-58900,10,1,1,3,54960,Y,Y
1276.57,15780,7890,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,22,1000,0,71500,0,3,1,1,2,55230,N,N
1167.3,13860,13860,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,255,2000,4000000,0,0,22,1,2,0,41580,N,N
1279.13,7370,14740,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,272,1000,0,0,0,5,3,1,2,58960,Y,N
1266.92,16500,11000,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,8,2000,0,0,0,16,3,1,3,44000,Y,Y
895.83,3010,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,199,1000,0,0,0,10,1,1,2,27090,N,N
1081.08,11280,11280,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,269,2000,0,36400,-28700,14,1,0,2,33840,N,N
1297.75,15180,15180,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,269,500,4000000,0,-41400,15,3,0,1,68310,Y,N
990.11,1060,1060,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,130,500,0,0,-41200,8,1,1,3,3710,N,Y
1348.32,860,860,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,186,1000,0,37600,-37600,3,1,2,1,3010,Y,Y
1294.41,1380,1380,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,41,500,0,0,0,8,1,0,0,6210,N,N
979.26,14560,14560,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,140,2000,0,0,-67000,2,4,0,2,43680,N,Y
1537.13,6340,6340,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,259,2000,0,0,-58300,3,3,0,2,44380,N,N
773.99,640,320,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,95,1000,0,0,-70300,3,1,1,2,2240,N,Y
1078.65,12120,6060,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,386,500,0,36800,0,16,1,2,3,48480,N,N
1616.58,6360,12720,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,142,2000,0,58500,-46800,13,3,0,3,44520,N,Y
1543.68,9440,4720,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,183,500,0,20200,0,17,1,0,1,37760,Y,Y
1197.71,13040,13040,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,1000,0,29000,0,17,3,2,0,52160,N,N
1093.83,4440,8880,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,266,500,4000000,0,-49600,18,3,1,1,39960,Y,Y
977.4,5570,11140,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,467,2000,0,82200,0,2,1,2,3,38990,N,N
958.3,8520,8520,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,284,500,0,47900,0,19,3,0,0,29820,N,Y
1376.16,5970,5970,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,448,2000,0,38600,-50300,10,3,2,1,35820,Y,Y
1247.87,4570,4570,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,165,2000,0,0,-39700,20,3,2,2,36560,N,N
1434.27,5010,10020,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,145,2000,0,0,-35900,13,1,2,3,40080,N,Y
795.23,15440,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,154,500,0,36900,0,15,3,2,1,54040,Y,Y
1387.35,10220,10220,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,280,1000,0,0,-72000,16,1,2,2,40880,N,N
1533.07,0,6500,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,56,500,0,0,-28800,13,1,1,2,52000,N,Y
1358.2,5870,11740,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,253,500,0,52900,0,11,3,0,0,46960,N,Y
968.46,6600,13200,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,16,1000,0,50800,-66200,0,3,0,2,39600,Y,N
1045.12,0,15540,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,128,500,0,0,-28300,2,3,0,2,54390,Y,Y
1521.55,13640,6820,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,218,500,0,61100,-64500,18,1,1,3,47740,Y,Y
1285.01,5850,5850,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,278,500,0,0,-39800,21,1,2,2,46800,N,Y
1416.24,1080,540,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,194,500,0,0,0,7,1,1,0,4320,N,N
1484.48,5730,11460,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,26,1000,0,50700,-36300,10,1,2,3,45840,N,Y
1316.63,13000,13000,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,91,2000,8000000,43900,0,13,3,2,0,58500,N,N
1312.75,7340,14680,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,253,2000,0,81300,0,10,3,2,2,58720,Y,Y
922.67,9360,9360,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,61,500,0,47400,0,15,3,2,1,46800,Y,Y
1012.78,19020,19020,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,317,1000,0,43700,0,18,1,2,1,66570,Y,Y
1337.56,7470,14940,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,261,500,0,0,0,18,1,1,2,52290,N,N
1248.05,5920,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,22,1000,0,37500,-54000,3,3,1,2,47360,N,N
1878.44,5370,5370,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,128,1000,0,0,-76000,2,1,0,0,48330,N,N
1195.01,0,6100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,283,500,0,60700,-54300,13,3,0,2,36600,Y,Y
1711.72,5750,11500,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,20,1000,0,0,0,21,3,2,2,46000,Y,Y
1443.32,5310,5310,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,134,2000,0,0,0,19,3,0,2,37170,Y,Y
828.42,5600,5600,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,200,1000,3000000,0,0,10,1,2,2,44800,N,N
1220.86,0,960,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,125,500,0,55400,-40400,4,1,1,2,3360,N,Y
1486.04,12820,6410,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,338,2000,0,0,-56200,1,3,2,3,44870,Y,Y
1223.39,8180,8180,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,209,2000,0,0,0,17,3,1,3,49080,N,N
1260.32,9100,4550,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,32,2000,6000000,0,-79800,16,1,1,2,31850,N,N
1290.74,7170,14340,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,316,2000,5000000,58300,0,6,3,2,0,57360,N,Y
1375.29,6240,6240,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,147,2000,0,0,0,11,3,0,1,43680,Y,Y
1281.27,6550,6550,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,120,1000,0,68900,0,9,3,0,3,52400,N,N
1203.17,11500,5750,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,256,500,0,56700,-65600,11,1,0,0,46000,N,N
1050.24,360,720,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,162,1000,0,30700,0,7,1,0,0,2520,Y,N
1112.04,780,780,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,108,2000,6000000,52800,-54300,5,1,1,3,2730,N,N
1124.47,16460,16460,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,204,2000,0,0,-45100,5,1,0,1,57610,N,N
1328.26,13520,6760,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,126,1000,0,42300,-45800,17,1,1,1,40560,N,N
1270.55,7720,15440,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,97,1000,0,0,-72100,10,3,2,3,61760,Y,N
1172.82,780,390,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,107,500,4000000,82100,0,8,1,1,3,2730,N,Y
1512.58,280,280,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,285,2000,0,47600,0,7,1,1,1,1960,N,N
1217.69,9720,9720,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,11,2000,0,24000,0,6,3,1,0,34020,Y,Y
1190.6,7860,7860,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,275,2000,0,0,-45300,17,1,1,3,27510,N,N
1259.02,940,940,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,85,500,0,67000,-53600,8,1,2,2,3760,N,Y
1451.54,7230,14460,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,343,500,3000000,0,0,13,4,2,3,43380,N,N
1202.75,6630,13260,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,75,1000,0,57900,-90100,23,3,0,2,59670,N,N
1489.24,1240,1240,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,194,1000,6000000,0,-45000,15,1,2,2,5580,N,N
